organisationid,address1,address2,adress3,city,county,postcode,latitude,longitude
8228422,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.46167373657226,-2.224890709
8228423,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.46046829223633,-2.224475861
8228424,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.46088790893554,-2.223982334
8228425,Oxford Road,,,Manchester,Greater Manchester,M13 9WL,53.4611702,-2.223896503
8228427,Southmoor Road,Wythenshawe,,Manchester,Greater Manchester,M23 9LT,53.38885116577149,-2.291815042
8228428,Nell Lane,West Didsbury,,Manchester,Greater Manchester,M20 2LR,53.42520141601562,-2.245216846
8228429,Moorside Road,Urmston,,Manchester,Greater Manchester,M41 5SL,53.45406723022461,-2.370682955
8228430,Railway Street,,,Altrincham,Cheshire,WA14 2RE,53.38510894775391,-2.351232052
8228458,Higher Cambridge Street,,,Manchester,Greater Manchester,M15 6FH,53.46536636352539,-2.236637831
8329532,52 Alderley Road,,,Wilmslow,Cheshire,SK9 1NY,53.32465744018554,-2.234813213
8329604,Jacketts Field,,,Abbots Langley,Hertfordshire,WD5 0PA,51.70483016967773,-0.408574492
8329608,Gayton Road,Gaywood,,King's Lynn,Norfolk,PE30 4HJ,52.75782012939453,0.4471761584281921
8329710,One Hatfield Hospital,3 Hatfield Avenue,,Hatfield,Hertfordshire,AL10 9UA,51.77072143554688,-0.236349955
8431103,43 Churchgate,,,Bolton,Lancashire,BL1 1HU,53.57993316650391,-2.425807714
8532393,Whitechapel,,,London,Greater London,E1 1BB,51.51901626586914,-0.058118623
8634153,John Radcliffe Hospital,Headley Way,Headington,Oxford,Oxfordshire,OX3 9DU,51.76387405395508,-1.219792008
8836829,42-46 Weymouth Street,,,London,Greater London,W1G 6NP,51.52021789550781,-0.150679529
8836833,West Midlands Rehabilitation Centre,Oak Tree Lane,,Birmingham,West Midlands,B29 6JA,52.43637466430664,-1.938838005
8837168,The Surgery @ Wheatbridge,30 Wheatbridge Road,,Chesterfield,Derbyshire,S40 2AB,53.23394393920898,-1.439604998
8837239,Warminster Road,South Newton,,Salisbury,Wiltshire,SP2 0QD,51.10705184936523,-1.875867605
9040110,67-71 Lansdowne Road,,,Bournemouth,Dorset,BH1 1RW,50.72975540161133,-1.869780898
9242464,Trent Valley Road,,,Lichfield,Staffordshire,WS13 6EF,52.68593978881836,-1.815455794
9445752,Bordesley Green East,Bordesley Green,,Birmingham,West Midlands,B9 5SS,52.48022079467773,-1.829951048
9445753,Rectory Road,,,Sutton Coldfield,West Midlands,B75 7RR,52.56736755371094,-1.812028766
9445754,Lode Lane,,,Solihull,West Midlands,B91 2JL,52.4171257,-1.774350882
9548866,Westpark,Chelston,,Wellington,Somerset,TA21 9AD,50.98056411743164,-3.208227634
9653420,Constable Road,,,Felixstowe,Suffolk,IP11 7HJ,51.96376419067383,1.3559541702270508
9653501,24 Brompton Road,,,Northallerton,North Yorkshire,DL6 1EA,54.34474945,-1.432177424
9653502,6 Chapel Street,,,Thirsk,North Yorkshire,YO7 1LU,54.23168182373047,-1.342375517
9759044,Doctors Lane,Eccleston,,Chorley,Lancashire,PR7 5RA,53.647254943847656,-2.728149891
9759163,2 Clifton Lane,,,Rotherham,South Yorkshire,S65 2AJ,53.42804336547852,-1.346215487
9759367,Trent Valley Road,,,Lichfield,Staffordshire,WS13 6EF,52.68593978881836,-1.815455794
9759368,Princes Road,,,Stoke-On-Trent,Staffordshire,ST4 7LN,53.00675582885742,-2.199476719
9759462,Talke Road,Chesterton,,Newcastle,Staffordshire,ST5 7NL,53.04159927368164,-2.242085218
9970086,,,,,,,,
9970137,All Saints Hospital,159 Grange Avenue,,Oldham,Lancashire,OL8 4EF,53.52851867675781,-2.127417088
10075366,Ampthill Road,Steppingley,,Bedford,Bedfordshire,MK45 1AB,52.01228713989258,-0.511812329
10075471,Gayton Road,Gaywood,,King's Lynn,Norfolk,PE30 4HJ,52.75782012939453,0.4471761584281921
10075654,93 Kneeton Road,East Bridgford,,Nottingham,Nottinghamshire,NG13 8PJ,52.98645782470703,-0.964079797
10075656,Wasthill Lane,Kings Norton,,Birmingham,West Midlands,B38 9ET,52.38463973999024,-1.944918394
10075671,118 Woodland Road,,,Darlington,,DL3 9LN,54.5306282,-1.568474174
10075674,Hurworth Road,Neasham,,Darlington,County Durham,DL2 1PE,54.48135375976562,-1.507997751
10398514,2 Foscote Rise,,,Banbury,,OX16 9XP,52.05334091186523,-1.330979109
10398515,Ground Floor,Ginsburg Yard,,London,,NW3 1EW,51.55677032470703,-0.177716881
10512701,Gilmorton Road,,,Lutterworth,,LE17 4DZ,52.45785522460938,-1.197785735
10565314,Monkton Lane,Monkton Village,,Jarrow,,NE32 5NN,54.96662521362305,-1.501260161
10565381,Wrexham Technology Park,,,Wrexham,,LL13 7YP,53.04897689819336,-3.014095068
10617463,Steelhouse Lane,,,Birmingham,,B4 6NW,52.48423385620117,-1.893373251
10617466,C/O John Radcliffe Hospital,Headley Way,Headington,Oxford,,OX3 9DU,51.76387405395508,-1.219792008
10617482,Haxby Road,,,York,,YO31 8TA,53.97470092773438,-1.075559855
10617567,The Parade,,,Jersey,,JE1 3UH,,
10617785,,"Holcombe Hill, The Ridgway Mill Hill",,,,NW7 4HX,51.62344360351562,-0.236807093
10749492,376 London Road,,,Leicester,,LE2 2PN,52.61320495605469,-1.10255444
10775735,Dental Hospital,Pembroke Place,,Liverpool,,L3 5PS,53.40892791748047,-2.967007399
10775747,Thomas Drive,,,Liverpool,,L14 3LB,53.4111557,-2.89797473
10775992,,47-49 Huntley St,,,,WC1E 6DG,51.52168273925781,-0.133553207
10776494,Pebble Mill Road,,,Birmingham,,B5 7SA,52.45180511,-1.912256718
10802752,,Arctic House,141 Glaisdale Drive,Bilborough,Nottinghamshire,NG8 4GY,52.95772552490234,-1.23340559
10802753,,18 Market Place,Bingham,Nottingham,,NG13 8AP,52.952674865722656,-0.952130675
10802821,1B Curzon Road,,,Southport,Merseyside,PR8 6PL,53.64030838012695,-2.983456135
10802841,263 Penn Road,,,Wolverhampton,,WV4 5SF,52.56480026245117,-2.147127628
10802905,698 St. Albans Road,,,Watford,,WD25 9FG,51.68365097045898,-0.391191691
10829228,1 Sandstone Drive,Whiston,,Prescot,,L35 7LS,53.42542648,-2.779597521
10855530,Homewood,Hensingham,,Whitehaven,Cumbria,CA28 8JG,54.53020095825195,-3.563160181
10855561,Highfield Road,,,Widnes,,WA8 7DJ,53.37405776977539,-2.735519886
10880391,,"Intu Centre Watford, Lower Mall, Queens Road",,,,WD17 2UB,51.65411758422852,-0.392844796
10880393,,"Parklands Suite 2, 1 Lyme Drive",,,,ST4 6NW,52.99689102172852,-2.211976528
10880408,,Cumwhinton Drive,,Carlisle,Cumbria,CA1 3SX,54.87493133544922,-2.883722067
10917648,,Kent & Canterbury Hospital,,Canterbury,Kent,CT1 3NG,51.26658630371094,1.0870975255966189
10921185,Reeves Street,,,Walsall,,WS3 2JJ,52.61375427246094,-2.004830837
10921186,Alumwell Close,,,Walsall,,WS2 9XH,52.58213424682617,-2.002421618
10921194,Bushey Fields Road,,,Dudley,,DY1 2LZ,52.50290298461914,-2.116838217
10927464,120 Mile End Road,,,Colchester,,CO4 5XR,51.90629959106445,0.8949929475784301
10927514,Victoria Road South,,,Chelmsford,Essex,CM1 1LN,51.73524475097656,0.469032198
10927524,New London Road,,,Chelmsford,,CM2 0QH,51.730934143066406,0.4709116220474243
10927528,High Wych Road,,,Sawbridgeworth,,CM21 0HH,51.80709457397461,0.1304715871810913
10927609,9 Harley Street,,,London,,W1G 9QY,51.51700210571289,-0.146413714
10927610,25 Harley Street,,,London,,W1G 9QY,51.51700210571289,-0.146413714
10927611,West Hanningfield Road,Great Baddow,,Chelmsford,,CM2 8HN,51.70777512,0.5023775696754456
10928125,Ribston Avenue,,,Exeter,,EX1 3QE,50.72465515136719,-3.486788511
10935138,Mill Lane,Kegworth,,Derby,,DE74 2EJ,52.83622360229492,-1.275923371
10942469,60 Bradley Road,,,Stourbridge,West Midlands,DY8 1UX,52.45992660522461,-2.152428627
10943515,Trinity Street,,,Taunton,,TA1 3JG,51.01395034790039,-3.091614723
10943516,Kingweston Road,Butleigh,,Glastonbury,,BA6 8TF,51.09349442,-2.685054541
10953840,Osprey Road,Sowton Industrial Estate,,Exeter,,EX2 7JG,50.72465515136719,-3.46455884
10953844,Fifth Floor,11 Leadenhall Street,,London,,EC3V 1LP,51.51337432861328,-0.083017878
10953845,18-22 Queen Anne Street,,,London,,W1G 8HU,51.51819992,-0.147028148
10955136,1 Laregan Hill,,,Penzance,Cornwall,TR18 4NY,50.11140441894531,-5.548555851
10955521,Victoria Road,,,Wimborne,,BH21 1ER,50.80220031738281,-1.995904088
10955643,,Old Street,,,,BS21 6BS,51.43789672851562,-2.845876694
10956123,London Road,,,Ascot,,SL5 8AA,51.41016769,-0.687337935
10956126,St. Leonards Road,,,Windsor,,SL4 3DP,51.47354507446289,-0.614692628
10956127,Wellington Road,,,Brackley,,NN13 6QZ,52.03805923461914,-1.137703061
10956137,Martyrs Avenue,,,Crawley,,RH11 7EJ,51.13195419311523,-0.189015657
10956141,Uwe Bristol Exhibition & Conference,Filton Road,,Bristol,,BS16 1ZG,51.50322723388672,-2.548708439
10956142,Farmfield Drive,Charlwood,,Horley,,RH6 0BN,51.16637039,-0.201957092
10956143,Whitepost Hill,,,Redhill,,RH1 6YY,51.23707962036133,-0.179217756
10956150,Oak Tree Clinic,Redding Way,Knaphill,Woking,,GU21 2QS,51.31475067138672,-0.615577221
10956151,London Road,,,Harrow,,HA1 3JL,51.56709289550781,-0.337969631
10956153,Gidds Pond Way,Off Newnham Court Way,Weavering,Maidstone,,ME14 5FT,51.28654861450195,0.556725025
